Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,disVeg2,disHT2,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,dna_id,prevtags,first_action,exit_time,dummy
13,Y,Cc,9.851E+14,E,RRZ077,E,,E,106.5,105,97.7,98.9,98,73.1,Y,56,0,0,127,4,0,0,0,"RFF upside down and embedded, Timber, RFF tag: TTL53-",1:00:00 AM,29-Jul-11,3-Jun-11,97%,97%,0,7.75,0,0,33.84267,-77.96327,36L,N,131,33.84267,-77.96327,,,,36L,,,,,,"985120016904574, 4C13384E69",,,2998
14,Y,Cc,4707673B10,E,RRZ297,E,RRZ076,A,104,104,96.1,95.1,94,74.5,Y,59,0,0,126,1,0,0,0,,10:05:00 PM,2-Aug-11,4-Jun-11,99%,99%,2,17,0,0,33.84907,-77.96011,42R,N,127,33.84907,-77.96011,,,,42R,,,,,,,,,2999
15,Y,Cc,470305577B,E,TTL532,E,,E,107.1,104,97.2,100.2,98,75.3,Y,56,0,0,90,28,0,0,0,Right flipper tag upside down and embedded,11:57:00 PM,30-Jul-11,4-Jun-11,76%,76%,0,25.5,0,0,33.84634,-77.96013,39L,N,118,33.84634,-77.96013,,,,39L,,,,,,,,,3000
16,Y,Cc,4C133A0712,A,TTL518,A,TTL519,A,103,103,96,95.4,94,76.2,Y,52,154,0,122,20,17,2,0,,5:38:00 AM,26-Jul-11,4-Jun-11,86%,73%,0,0,0,0,33.85545,-77.99737,18R,Y,142,33.85525,-77.99757,33.85545,-77.99737,18R,18R,South,,,,,,,,3001
17,Y,Cc,4413160215,E,RRZ587,E,TTL561,E,114.5,113,103.5,104.6,104,79.1,Y,58,0,0,20,154,4,0,0,"Thomasina, Second tag on LFF unreadable",1:12:00 AM,2-Aug-11,5-Jun-11,11%,9%,5.8,6.75,0,0,33.84333,-77.96491,36L,N,174,33.84333,-77.96491,,,,36L,,,,,,,,,3002
18,Y,Cc,4B1C63334C,A,TTL416,A,RRZ084,A,87.5,86,83.5,80.3,78,63.9,Y,58,0,0,89,5,0,1,0,RFF tag not properly applied,2:46:00 AM,2-Aug-11,5-Jun-11,95%,94%,8.65,12.05,0,0,33.86714,-77.95829,42L,N,94,33.86714,-77.95829,,,,42L,,,,,,,,,3003
19,Y,Cc,470875684E,E,,,,,101.5,100,94.6,97.9,95,72.3,N,55,0,1,39,86,5,0,0,"Found when laying last eggs, no time for biopsy or flipper tags",12:15:00 AM,31-Jul-11,6-Jun-11,31%,27%,1.6,13.6,0,0,33.85774,-77.95983,42L,N,126,33.85774,-77.95983,,,,42L,,,,,,,,,3004
20,Y,Cc,4C13330B0D,A,RRZ082,A,TTL414,A,96,95,85.5,87.7,86,67.3,Y,58,0,0,57,3,0,0,0,,9:35:00 PM,5-Aug-11,8-Jun-11,95%,95%,27.1,18.3,0,0,33.84529,-77.95993,39L,N,60,33.84529,-77.95993,,,,39L,,,,,,,,,3005
21,Y,Cc,4C132E2652,A,RRZ265,E,RRZ270,E,92.5,92,88.2,84.5,84,65.5,Y,60,0,0,97,2,0,0,0,,12:19:00 AM,7-Aug-11,8-Jun-11,98%,98%,4.5,20.1,0,0,33.84699,-77.96005,42R,N,99,33.84699,-77.96005,,,,42R,,,,,,4704140E2E,,,3006
22,Y,Cc,4B1212477D,A,TTL413,A,TTL572,A,92.7,91,82.3,85.4,84,65.5,Y,62,0,0,67,14,0,0,0,,3:15:00 AM,9-Aug-11,8-Jun-11,83%,83%,5.8,15.5,0,0,33.84785,-77.96009,42R,N,81,33.84785,-77.96009,,,,42R,,,,,,,,,3007
23,Y,Cc,46764F1C56,E,,,,,0,0,0,0,0,0,N,58,0,1,115,10,0,0,0,"Found when covering, no flipper tags visible",12:20:00 AM,6-Aug-11,9-Jun-11,91%,91%,28,16.9,0,0,33.90871,-77.94624,42L,N,126,33.90871,-77.94624,,,,42L,,,,,,,,,3008
24,Y,Cc,42555D1E52,E,RRZ593,E,TTL401,A,103.5,103,93.8,97.5,96,73.7,Y,51,114,0,90,15,1,1,2,Satellite tagged turtle Heidi,12:31:00 AM,1-Aug-11,11-Jun-11,84%,82%,0,0,0,0,33.84737,-77.97366,35R,Y,107,33.84726,-77.97372,33.84737,-77.97366,35R,35R,South,,,,,,,,3009
25,Y,Cc,4C13387F37,A,RRZ083,A,RRZ080,A,97.3,96,92.7,90.7,89,66.1,Y,59,0,0,90,33,4,0,2,Both flipper tags not properly applied,1:30:00 AM,9-Aug-11,11-Jun-11,72%,69%,19.5,20.5,0,0,33.87834,-77.95687,42L,N,125,33.87834,-77.95687,,,,42L,,,,,,,,,3010
26,Y,Cc,4A4A540F5D,A,TTL418,A,TTL410,A,90,89,80.8,84,81,64.2,Y,52,109,0,96,9,3,0,0,,3:05:00 AM,3-Aug-11,12-Jun-11,91%,89%,0,0,0,0,33.85028,-77.98193,28R,Y,105,33.85028,-77.98198,33.85028,-77.98193,28R,28R,South,,,,,,,,3011
27,Y,Cc,470D221272,E,RRZ239,E,,E,94.5,93,89,87.5,86,68.3,Y,0,0,0,23,40,7,0,0,"RFF tag upside down and embedded, Howard, Nest Predated 40 dead eggs and 7 live hatchlings found 8/4 excavation occurred 3 days after predation, RFF tag: TTS9--, pit tag: right side",3:10:00 AM,,13-Jun-11,37%,25%,17.2,28.1,0,0,33.84637,-77.97158,34R,N,63,33.84637,-77.97158,,,,34R,,,,,,,,,3012
28,Y,Cc,,,,,,,0,0,0,0,0,0,N,59,0,1,78,0,2,1,5,Found as she was covering nest,9:25:00 PM,13-Aug-11,15-Jun-11,93%,89%,0,0,0,0,33.90254,-77.94932,42L,N,84,33.90254,-77.94932,,,,42L,,,,,,,,,3013
29,Y,Cc,4B11420017,A,RRZ097,A,TTL409,A,101.3,99,90.5,96,93,72,Y,55,0,0,118,3,0,0,0,,10:30:00 PM,9-Aug-11,15-Jun-11,98%,98%,8.5,37.3,0,0,33.87917,-77.95686,42L,N,121,33.87917,-77.95686,,,,42L,,,,,,,,,3014
30,Y,Cc,42323E6349,E,RRZ086,A,RRZ576,E,111.5,109,101.5,102.7,102,81.3,Y,59,0,0,42,88,2,0,0,,10:38:00 PM,13-Aug-11,15-Jun-11,32%,31%,9.9,23,0,0,33.84628,-77.96001,39L,N,130,33.84628,-77.96001,,,,39L,,,,,,,,,3015
31,Y,Cc,470D2B4B53,E,,,,,0,0,0,0,0,0,N,61,0,1,14,49,0,0,0,"Sarich, 38 eggs lost to predation, predated after marked as a false crawl 38 eggs lost due to predation",12:11:00 AM,14-Aug-11,14-Jun-11,22%,22%,30.4,17.6,0,0,33.90616,-77.94764,42L,N,64,33.90616,-77.94764,,,,42L,,,,,,,,,3016
32,Y,Cc,470305577B,E,TTL532,E,,E,105.5,104,98.6,100.1,98,75.1,Y,51,0,0,128,12,0,0,0,,12:20:00 AM,7-Aug-11,17-Jun-11,91%,91%,0,12.1,0,0,33.85115,-77.96016,42L,N,140,33.85115,-77.96016,,,,42L,,,,,,,,,3017
33,Y,Cc,4413160215,E,RRZ587,E,TTL561,E,114,113,102,106.8,107,79.5,Y,54,0,0,74,87,0,0,0,"Thomasina, Second tag on LFF unreadable",10:49:00 PM,11-Aug-11,18-Jun-11,46%,46%,0,8.5,0,0,33.84206,-77.96141,39R,N,161,33.84206,-77.96141,,,,39R,,,,,,,,,3018
34,Y,Cc,4B1C63334C,E,TTL416,E,RRZ095,A,87.5,86,84,80.8,79,63.7,Y,58,0,0,93,6,2,0,1,,2:10:00 AM,15-Aug-11,18-Jun-11,93%,91%,23,24.1,0,0,33.84516,-77.96,39L,N,100,33.84516,-77.96,,,,39L,,,,,,,,,3019
35,Y,Cc,4707673B10,E,RRZ297,E,RRZ076,E,104.8,104,95.5,95.5,94,72.8,Y,57,0,0,120,3,0,0,1,,12:55:00 AM,15-Aug-11,19-Jun-11,97%,97%,6.8,16.8,0,0,33.8474,-77.96013,42R,N,124,33.8474,-77.96013,,,,42R,,,,,,,,,3020
36,N,Cc,,,,,,,0,0,0,0,0,0,N,57,0,1,40,68,2,0,0,Turtle was not observed,11:36:00 PM,16-Aug-11,20-Jun-11,37%,35%,2,13.7,0,0,33.84975,-77.96005,42R,N,109,33.84975,-77.96005,,,,42R,,,,,,,,,3021
37,Y,Cc,4C133A0712,E,RRZ087,A,TTL321,A,103.8,103,97.6,95.6,94,76.4,Y,48,147,2,110,23,12,3,12,"Left flipper tag not applied properly, 2 eggs broken when covered",9:20:00 PM,8-Aug-11,21-Jun-11,75%,65%,0,0,0,0,,,21R,Y,147,33.85361,-77.99201,,,21R,21R,South,,,,,,,,3022
38,Y,Cc,4A60496356,A,RRZ099,A,TTL421,A,95.5,94,88.5,88.7,88,0,Y,56,87,0,81,6,1,0,0,Right flipper tag not applied properly,9:30:00 PM,16-Aug-11,21-Jun-11,93%,92%,0,0,0,0,33.90809,-77.94661,42L,Y,87,33.90799,-77.94642,33.90809,-77.94661,42L,42L,East,,,,,,,,3023
39,Y,Cc,470D2F7469,E,,E,RRZ092,A,91.5,92,88.6,87.5,87,72,Y,48,123,0,114,4,26,1,0,,10:40:00 PM,9-Aug-11,22-Jun-11,97%,74%,0,0,0,0,33.85373,-77.99236,21R,Y,118,33.85366,-77.99244,33.85373,-77.99236,21R,21R,South,,,,,,,,3024
40,Y,Cc,4A6A1A0501,A,TTL587,A,TTL403,A,90.5,90,81.3,81.1,81,66.1,Y,56,0,0,94,7,1,0,2,,4:14:00 AM,17-Aug-11,22-Jun-11,91%,90%,0,34.5,0,0,33.84589,-77.96011,39L,N,103,33.84589,-77.96011,,,,39L,,,,,,,,,3025
41,Y,Cc,42555D1E52,E,RRZ593,E,TTL408,A,103.5,103,93.8,97.5,96,73.7,Y,56,0,0,99,9,0,0,1,Heidi,12:30:00 AM,20-Aug-11,25-Jun-11,91%,91%,24,12,0,0,33.84613,-77.9599,39L,N,109,33.84613,-77.9599,,,,39L,,,,,,,,,3026
42,Y,Cc,470D221272,E,RRZ239,E,,E,93.2,92,88.5,88,86,70,Y,48,96,0,53,42,17,0,0,"RFF tag upside down and embedded, Howard, RFF tag: TTS9--, pit tag: right side",10:40:00 PM,13-Aug-11,26-Jun-11,56%,38%,0,0,0,0,33.8532,-77.99065,21L,Y,95,33.85341,-77.99063,33.8532,-77.99065,21L,21L,South,,,,,,,,3027
43,Y,Cc,4A440A041C,A,,A,TTL583,A,92.7,91,82.4,84.5,83,68,Y,0,0,0,76,3,76,0,0,"Not enough time to apply LFF tag, probed and excavated early due to hurricane irene",10:37:00 PM,,26-Jun-11,96%,0%,24.8,12.9,0,0,33.88044,-77.95631,42L,N,79,33.88044,-77.95631,,,,42L,,,,,,,,,3028
44,Y,Cc,4B1212477D,E,TTL422,A,TTL580,A,92.7,91,82.3,85.4,84,65.5,Y,0,0,0,56,23,54,2,0,probed and excavated early due to hurricane irene,1:25:00 AM,,26-Jun-11,71%,0%,47.1,20.9,0,0,33.88492,-77.95526,42L,N,79,33.88492,-77.95526,,,,42L,,,,,,,,,3029
45,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,136,0,0,0,"Not Observed, probed and excavated early due to hurricane irene",12:57:00 AM,,26-Jun-11,0%,0%,0,16.5,0,0,33.84194,-77.95924,39R,N,137,33.84194,-77.95924,,,,39R,,,,,,,,,3030
46,Y,Cc,4A5F56171C,A,UUT690,A,UUT679,A,92.5,92,84.5,83.9,83,64.5,Y,0,0,0,23,3,0,1,0,nest eroded on 7/14 26 eggs relocated further back to dune line,1:20:00 AM,,27-Jun-11,88%,85%,10,10.4,0,0,33.85179,-77.96,42L,N,26,33.85179,-77.96,,,,42L,,,,,,,,,3031
47,Y,Cm,4C133C4239,A,TTL406,A,TTL559,A,109.8,110,93.2,0,0,0,Y,47,107,0,100,2,6,0,0,GREEN TURTLE,12:55:00 AM,14-Aug-11,27-Jun-11,98%,92%,0,0,0,0,33.85098,-77.9839,26R,Y,102,33.85083,-7798402,33.85098,-77.9839,26R,26R,South,,,,,,,,3032
48,N,Cc,,,,,,,0,0,0,0,0,0,N,49,152,1,136,10,3,0,0,Not Observed,4:57:00 AM,16-Aug-11,27-Jun-11,93%,90%,0,0,0,0,33.86007,-78.00528,13R,Y,147,33.85999,-78.00533,33.86007,-78.00528,13R,13R,South,,,,,,,,3033
49,Y,Cc,42323E6349,E,UUT698,A,RRZ576,E,111.7,109,99.8,101.6,99,78.5,Y,0,0,0,41,76,41,0,0,probed and excavated early due to hurricane irene,2:56:00 AM,,28-Jun-11,35%,0%,8.9,17.4,0,0,33.8476,-77.96009,42R,N,117,33.8476,-77.96009,,,,42R,,,,,,,,,3034
50,Y,Cc,470305577B,E,TTL532,E,,E,107.2,104,100,99.5,98,87,Y,51,0,0,134,11,0,0,1,,10:05:00 PM,19-Aug-11,29-Jun-11,92%,92%,0,19.5,0,0,33.84918,-77.96013,42R,N,146,33.84918,-77.96013,,,,42R,,,,,,,,,3035
51,Y,Cc,4A0F213531,A,UUT677,A,UUT680,A,99.5,99,90.5,91.1,90,71,Y,51,130,0,82,37,0,2,0,,10:55:00 PM,19-Aug-11,29-Jun-11,69%,67%,0,0,0,0,33.85046,-77.98252,26L,Y,119,33.85034,-77.98258,33.85046,-77.98252,26L,26L,South,,,,,,,,3036
52,Y,Cc,4413160215,E,RRZ587,,TTL561,E,113.5,113,100.4,107,106,80.5,Y,52,0,0,129,12,21,4,0,"Thomasina, Second tag on LFF unreadable",1:15:00 AM,10-Aug-11,29-Jun-11,91%,74%,0,0,0,0,33.8473,-77.97362,34R,N,141,33.8473,-77.97362,,,,34R,,,,,,,,,3037
53,Y,Cc,4B1C63334C,E,TTL416,E,TTL549,A,88.7,87,82.5,79.9,79,62.8,Y,0,0,0,84,11,83,0,0,probed and excavated early due to hurricane irene,12:30:00 AM,,1-Jul-11,88%,1%,0,0,0,0,33.85543,-77.95996,42L,N,95,33.85543,-77.95996,,,,42L,,,,,,,,,3038
54,Y,Cc,4B11307557,A,UUT684,A,UUT678,A,92,92,88,88.7,88,68.5,Y,0,0,0,0,129,0,0,0,probed and excavated early due to hurricane irene,9:15:00 PM,,2-Jul-11,0%,0%,10.7,19.2,0,0,33.84604,-77.96002,39L,N,129,33.84604,-77.96002,,,,39L,,,,,,,,,3039
55,Y,Cc,470875684E,E,UUT699,A,UUT689,A,101.5,100,94.6,97.9,95,72.3,Y,0,0,0,41,60,41,0,0,probed and excavated early due to hurricane irene,12:45:00 PM,,2-Jul-11,41%,0%,1.8,8.5,0,0,33.85521,-77.95995,42L,N,101,33.85521,-77.95995,,,,42L,,,,,,,,,3040
56,Y,Cc,4707673B10,A,RRZ297,E,RRZ076,E,103.5,103,95.2,95.4,95,0,Y,0,0,0,0,0,0,0,0,Cage was found after Hurricane but no eggs in area where egg chamber was located nest either hatched or possibly lost during storm,3:20:00 AM,,2-Jul-11,0%,0%,0,5.2,0,0,33.84268,-77.96324,36L,N,0,33.84268,-77.96324,,,,36L,,,,,,,,,3041
57,Y,Cc,4C133A0712,E,TTL533,A,TTL521,E,104.5,103,95.4,96.7,95,77.8,Y,53,0,0,117,28,0,1,1,,5:50:00 AM,24-Aug-11,2-Jul-11,80%,79%,1.8,16.2,0,0,33.85391,-77.99281,20L,N,146,33.85391,-77.99281,,,,20L,,,,,,,,,3042
58,Y,Cc,4B07283D5E,A,UUT694,A,UUT685,A,96.9,97,92.4,89.8,90,72.9,Y,0,0,0,118,12,107,11,0,probed and excavated early due to hurricane irene,10:39:00 PM,,3-Jul-11,91%,0%,25,11.5,0,0,33.8458,-77.95991,39L,N,130,33.8458,-77.95991,,,,39L,,,,,,,,,3043
59,Y,Cc,,,,,,,0,0,0,0,0,0,N,48,114,2,63,51,2,0,1,"Found when covering, no flipper tags visible",11:40:00 PM,22-Aug-11,5-Jul-11,54%,52%,0,0,0,0,33.85509,-77.99656,18L,Y,117,33.85497,-77.99661,33.85509,-77.99656,18L,18L,South,,,,,,,,3044
60,Y,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,112,7,0,112,0,"Found when covering, no flipper tags visible, excavated day 80 severely decomposed hatchlings unable to count assumed all dead",12:15:00 AM,,7-Jul-11,93%,0%,7,41,0,0,33.90394,-77.94874,42L,N,120,33.90394,-77.94874,,,,42L,,,,,,,,,3045
61,Y,Cc,4C133C7836,A,TTL516,A,TTL524,A,90.5,90,84,81.5,80,61.5,Y,0,111,0,81,24,0,7,0,"excavated on day 82, no signs of hatching occurred possibly hatched during hurricane irene",1:15:00 AM,,7-Jul-11,77%,70%,0,0,0,0,33.84975,-77.98047,29R,Y,105,33.84965,-77.9805,33.84975,-77.98047,29R,29R,South,,,,,,,,3046
62,Y,Cc,4A440A041C,E,UUT692,A,TTL583,E,92.7,91,82.4,84.5,83,68,Y,53,0,0,71,4,0,0,0,,11:35:00 PM,30-Aug-11,8-Jul-11,95%,95%,0,33.2,0,0,33.85731,-78.0009,17R,N,75,33.85731,-78.0009,,,,17R,,,,,,,,,3047
63,N,Cc,,,,,,,0,0,0,0,0,0,N,47,116,1,99,5,42,0,12,"Not Observed, excavated early due to hurricane irene",1:27:00 AM,24-Aug-11,8-Jul-11,85%,49%,0,0,0,0,33.84374,-77.97343,34R,Y,117,33.8471,-77.9735,33.84374,-77.97343,34R,35R,South,,,,,,,,3048
64,Y,Cc,4A4A540F5D,E,TTL418,E,UUT688,A,91.2,90,85.9,84.5,84,64.5,Y,56,0,0,79,6,11,0,0,relocated mid incubation due to hurricane,4:07:00 AM,2-Sep-11,8-Jul-11,93%,80%,6.2,4,0,0,33.85734,-77.95974,42L,N,85,33.85734,-77.95974,,,,42L,,,,,,,,,3049
65,Y,Cc,470D221272,E,RRZ239,E,,E,94.1,93,88.7,88,86,70,Y,0,107,0,94,13,0,94,0,"RFF tag upside down and embedded, Howard, Nest severely decomposed after hurricane irene, all hatched eggs assumed dead within egg chamber, RFF tag: TTS9--, pit tag: right side",11:00:00 PM,,9-Jul-11,88%,0%,0,0,0,0,33.84863,-77.97693,32R,Y,107,33.8485,-77.977,33.84863,-77.97693,32R,32R,South,,,,,,,,3050
66,Y,Cc,4413160215,E,RRZ587,E,TTL561,E,115,114,100.2,105.1,105,79.7,Y,0,145,0,0,145,0,0,0,"Thomasina, Second tag on LFF unreadable,  left in place during hurricane irene",3:01:00 AM,,9-Jul-11,0%,0%,0,0,0,0,33.85029,-77.98193,26R,Y,145,33.85013,-77.98196,33.85029,-77.98193,26R,26R,South,,,,,,,,3051
67,N,Cc,,,,,,,0,0,0,0,0,0,N,0,154,1,95,59,0,95,0,"Not Observed, Nest severely decomposed after hurricane irene, all hatched eggs assumed dead within egg chamber",5:30:00 AM,,9-Jul-11,61%,0%,0,0,0,0,33.85353,-77.99171,21L,Y,155,33.85345,-77.99174,33.85353,-77.99171,21L,21L,South,,,,,,,,3052
68,N,Cc,,,,,,,0,0,0,0,0,0,N,48,0,1,84,2,4,1,0,Not Observed,4:10:00 AM,27-Aug-11,10-Jul-11,97%,91%,0,5,0,0,33.84318,-77.96444,36L,N,87,33.84318,-77.96444,,,,36L,,,,,,,,,3053
69,Y,Cc,42323E6349,,,E,,E,111.7,109,99.8,101.6,99,78.5,N,60,0,1,43,54,1,0,0,"Found when covering, flipper tags visible but couldn't read",5:15:00 AM,8-Sep-11,10-Jul-11,44%,43%,1,16.7,0,0,33.85493,-77.95998,42L,N,98,33.85493,-77.95998,,,,42L,,,,,,,,,3054
70,Y,Cm,4C133C4239,E,,E,,E,111,111,93.5,100.9,101,72.6,N,0,107,1,96,12,96,0,0,"GREEN TURTLE, Flipper tags visible on the LFF, probed and excavated early due to hurricane irene",11:40:00 PM,,11-Jul-11,88%,0%,0,0,0,0,33.86207,-78.00728,13R,Y,109,33.86196,-78.00749,33.86207,-78.00728,13R,13R,South,,,,,,,,3055
71,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,98,0,0,0,"Not Observed, excavated day 81",12:20:00 AM,,12-Jul-11,0%,0%,5.8,15.1,0,0,33.87115,-77.95796,42L,N,99,33.87115,-77.95796,,,,42L,,,,,,,,,3056
72,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,0,0,0,0,"Not Observed, Hurricane Irene",12:52:00 AM,,12-Jul-11,0%,0%,0,75,0,0,33.88793,-77.95519,42L,N,1,33.88793,-77.95519,,,,42L,,,,,,,,,3057
73,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,92,0,0,0,"Not Observed, Excavated on day 80",5:00:00 AM,,13-Jul-11,0%,0%,29.3,5.1,0,0,33.87388,-77.95739,42L,N,93,33.87388,-77.95739,,,,42L,,,,,,,,,3058
74,Y,Cc,470875684E,,UUT699,,UUT689,E,103.1,101,96.7,97.9,93,70.1,Y,52,0,0,37,74,32,3,0,relocated mid incubation due to hurricane,12:14:00 AM,5-Sep-11,15-Jul-11,33%,2%,0,11.4,0,0,33.8434,-77.96433,36L,N,111,33.8434,-77.96433,,,,36L,,,,,,,,,3059
75,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,95,0,0,0,"Not Observed, excavated on day 80",1:40:00 AM,,15-Jul-11,0%,0%,30,14,0,0,33.89824,-77.95088,42L,N,96,33.89824,-77.95088,,,,42L,,,,,,,,,3060
76,Y,Cc,4C133A0712,E,TTL533,E,TTL521,E,104,103,96.1,95.7,97,78.2,Y,50,139,0,101,33,1,0,0,relocated mid incubation due to hurricane,1:30:00 AM,4-Sep-11,16-Jul-11,75%,75%,0,0,0,0,33.85448,-77.99459,19L,Y,134,33.85436,-77.99466,33.85448,-77.99459,19L,19L,South,,,,,,,,3061
77,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,0,0,0,0,Not Observed,12:40:00 AM,,17-Jul-11,0%,0%,18.3,11.3,0,0,33.89443,-77.95293,42L,N,1,33.89443,-77.95293,,,,42L,,,,,,,,,3062
78,Y,Cc,,,,,,,0,0,0,0,0,0,N,52,93,1,73,17,2,0,1,"New Turtle, found as she was covering, relocated mid incubation due to hurricane",1:40:00 AM,7-Sep-11,17-Jul-11,79%,77%,0,0,0,0,33.85404,-77.99335,20R,Y,92,33.854,-77.9934,33.85404,-77.99335,20R,20R,South,,,,,,,,3063
79,Y,Cc,4B07283D5E,E,UUT693,A,UUT685,E,94.7,93,91.3,90.2,89,72.5,Y,64,116,0,20,85,0,0,0,"partial hatch, hurricane irene",11:08:00 PM,20-Sep-11,18-Jul-11,19%,19%,0,0,0,0,33.84996,-77.98045,29R,Y,105,33.84961,-77.98052,33.84996,-77.98045,29R,29R,,,,,,,,,3064
80,Y,Cc,46764F1C56,E,QQM289,E,QQM292,E,0,0,0,0,0,0,N,0,0,1,0,125,0,0,0,excavated on day 80,12:17:00 AM,,18-Jul-11,0%,0%,0,42.3,0,0,33.88313,-77.95603,42L,N,126,33.88313,-77.95603,,,,42L,,,,,,,,,3065
81,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,0,0,0,0,Not Observed,3:55:00 AM,,18-Jul-11,0%,0%,25.5,10.8,0,0,33.90543,-77.94787,42L,N,1,33.90543,-77.94787,,,,42L,,,,,,,,,3066
82,Y,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,99,0,0,0,"New Turtle, found as she was covering, excavated on day 80",12:53:00 AM,,19-Jul-11,0%,0%,11.5,25.2,0,0,33.87496,-77.95745,42L,N,100,33.87496,-77.95745,,,,42L,,,,,,,,,3067
83,N,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,0,0,0,0,"Not Observed, predated after hurricane irene when cage was ripped off, 35 egg shells counted at that time, nest was recaged and subsequently predated by ghost crabs, no eggs found when dug up on day 80",12:10:00 AM,,20-Jul-11,0%,0%,10,13.6,0,0,33.87138,-77.95793,42L,N,1,33.87138,-77.95793,,,,42L,,,,,,,,,3068
84,Y,Cc,42555D1E52,E,RRZ593,E,TTL408,E,104.5,104,94.2,97.4,97,73.4,Y,52,109,0,26,77,0,4,0,"Heidi, partial hatch, hurricane irene",2:10:00 AM,10-Sep-11,20-Jul-11,25%,21%,0,0,0,0,33.8504,-77.98226,26L,Y,103,33.85033,-77.98231,33.8504,-77.98226,26L,26L,South,,,,,,,,3069
85,Y,Cc,,,,,,,0,0,0,0,0,0,N,0,0,1,0,0,0,0,0,"Turtle found while covering, no tags present",2:48:00 AM,,20-Jul-11,0%,0%,19.2,12.4,0,0,33.90497,-77.94805,42L,N,1,33.90497,-77.94805,,,,42L,,,,,,,,,3070
86,N,Cc,,,,,,,0,0,0,0,0,0,N,0,71,1,0,71,0,0,0,"Not Observed, excavated on day 81",2:00:00 AM,,21-Jul-11,0%,0%,0,0,0,0,33.84758,-77.97403,32R,Y,72,33.84741,-77.97411,33.84758,-77.97403,32R,32R,South,,,,,,,,3071
87,Y,Cm,4C133C4239,E,TTL406,E,UUT681,A,111,111,93.5,100.9,101,72.6,Y,0,100,0,0,100,0,0,0,"GREEN TURTLE, excavated on day 80",12:44:00 AM,,22-Jul-11,0%,0%,0,0,0,0,33.84445,-77.9602,39R,Y,100,33.84324,-77.9594,33.84445,-77.9602,39R,39R,East,,,,,,,,3072
88,Y,Cc,470D221272,E,RRZ239,E,TTS943,E,95,95,88,85.5,85,68.3,Y,53,79,0,76,1,0,0,0,"RFF tag upside down and embedded, Howard, pit tag: right side",3:45:00 AM,13-Sep-11,22-Jul-11,99%,99%,0,0,0,0,33.86346,-78.00825,11L,Y,77,33.86344,-78.00833,33.86346,-78.00825,11L,11L,South,,,,,,,,3073
89,Y,Cc,4C132E2652,E,RRZ265,E,RRZ270,E,91.5,92,88.3,84.1,83,64.8,Y,0,0,0,0,0,0,0,0,,10:35:00 PM,,23-Jul-11,0%,0%,0,9.1,0,0,33.84574,-77.9599,39L,N,0,33.84574,-77.9599,,,,39L,,,,,,4704140E2E,,,3074
90,Y,Cc,"4413160215, 4253322111",E,RRZ587,E,TTL561,E,116,114,104,104.6,103,78.8,Y,56,0,0,21,59,0,0,0,"Thomasina, Second tag on LFF unreadable, partial hatch, hurricane irene",11:35:00 PM,17-Sep-11,23-Jul-11,26%,26%,11.6,8.5,0,0,33.85022,-77.98195,29R,N,80,33.85022,-77.98195,,,,29R,,,,,,,,,3075
91,Y,Cc,4B1212477D,E,TTL422,E,TTL580,E,93,92,82.5,86.7,86,64.3,Y,0,87,0,0,87,0,0,0,excavated on day 81,1:20:00 AM,,24-Jul-11,0%,0%,0,0,0,0,33.84452,-77.96014,39R,Y,87,33.84186,-77.96034,33.84452,-77.96014,39R,39R,East,,,,,,,,3076
92,N,Cc,,,,,,,0,0,0,0,0,0,N,59,0,1,21,73,0,1,0,"Not Observed, partial hatch, hurricane irene",2:15:00 AM,,27-Jul-11,22%,21%,8.5,26.5,0,0,33.87991,-77.9566,42L,N,95,33.87991,-77.9566,,,,42L,,,,,,,,,3077
93,Y,Cc,4A66243812,A,,E,UUT697,A,101.5,98,92.5,0,0,0,Y,59,120,0,106,8,1,0,0,"Turtle from Melbourne FL!, LFF tag: W2821",11:30:00 PM,25-Sep-11,28-Jul-11,93%,92%,0,0,0,0,33.84723,-77.96013,42R,Y,114,33.84727,-77.95996,33.84723,-77.96013,42R,42R,East,,,,,,,,3078
94,Y,Cc,4C133A0712,E,TTL533,E,TTL512,E,103.7,102,96.4,95.1,93,74.2,Y,0,0,0,0,0,0,0,0,,9:07:00 PM,,30-Jul-11,0%,0%,0,16.4,0,0,33.84309,-77.96397,36L,N,0,33.84309,-77.96397,,,,36L,,,,,,,,,3079
