Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time,year
8,Y,,,,,,,,,,,,,,,71.0,,1.0,86.0,40.0,3.0,0.0,0.0,,10:15:00 AM,17-Aug-88,7-Jun-88,68.0,65.0,,16.2,,,278,N,127.0,,,,,,278,,,,,,,,,,,1988.0
9,N,,,,,,,,,,,,,,,68.0,,,100.0,35.0,4.0,0.0,0.0,,,12-Aug-88,5-Jun-88,,,,,,,283,N,,,,,,,283,,,,,,,,,,,1988.0
10,Y,,,,,,,,,,,,,,,70.0,123.0,0.0,32.0,89.0,0.0,1.0,2.0,,11:40:00 PM,17-Aug-88,8-Jun-88,26.0,25.0,,,,,282,Y,123.0,,,,,282,283,,,,,,,,,,,1988.0
11,Y,,,,,,,,97.5,,89.0,91.0,,70.5,,62.0,,1.0,110.0,20.0,16.0,1.0,1.0,,12:30:00 AM,9-Aug-88,8-Jun-88,83.0,70.0,,4.0,,,280,N,132.0,,,,,,280,,,,,,,,,,,1988.0
12,Y,,,,,,,,92.0,,86.0,86.0,,71.0,,64.0,,,113.0,26.0,0.0,0.0,0.0,,10:45:00 PM,16-Aug-88,13-Jun-88,,,,1.4,,,281,N,,,,,,,281,,,,,,,,,,,1988.0
13,Y,,,,,,,,103.1,,93.0,91.5,,73.0,,65.0,139.0,0.0,122.0,17.0,2.0,3.0,0.0,,9:50:00 PM,17-Aug-88,13-Jun-88,88.0,84.0,,0.0,,,282,Y,139.0,,,,,282,281,,,,,,,,,,,1988.0
14,Y,,,,,,,,98.0,,90.0,96.5,,67.0,,68.0,106.0,1.0,72.0,27.0,5.0,0.0,2.0,,3:00:00 AM,23-Aug-88,16-Jun-88,71.0,66.0,,9.0,,,280,Y,102.0,,,,,280,279,,,,,,,,,,,1988.0
15,Y,,,,,,,,105.0,,91.0,98.0,,72.5,,,156.0,0.0,,,,,,taken to Toronto University,9:40:00 PM,,17-Jun-88,,,,,,,279,Y,,,,,,279,,,,,,,,,,,,1988.0
16,N,,,,,,,,,,,,,,,65.0,111.0,0.0,71.0,40.0,0.0,0.0,0.0,,10:45:00 PM,23-Aug-88,17-Jun-88,64.0,64.0,,,,,279,Y,111.0,,,,,279,279,,,,,,,,,,,1988.0
17,N,,,,,,,,,,,,,,,65.0,,,44.0,108.0,0.0,0.0,1.0,,9:45:00 PM,23-Aug-88,19-Jun-88,,,,8.7,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
18,Y,,,,,,,,96.0,,86.0,91.0,,73.0,,64.0,149.0,0.0,63.0,86.0,7.0,1.0,0.0,,1:47:00 AM,22-Aug-88,19-Jun-88,42.0,37.0,,11.0,,,275,Y,149.0,,,,,275,,,,,,,,,,,,1988.0
19,Y,,,,,,,,105.0,,95.0,92.0,,77.0,,67.0,,,102.0,44.0,1.0,1.0,1.0,,5:20:00 AM,25-Aug-88,19-Jun-88,,,,16.5,,,278,N,,,,,,,278,,,,,,,,,,,1988.0
20,N,,,,,,,,,,,,,,,66.0,147.0,0.0,105.0,40.0,1.0,0.0,2.0,,6:00:00 AM,24-Aug-88,19-Jun-88,71.0,71.0,,15.0,,,279,Y,147.0,,,,,279,279,,,,,,,,,,,1988.0
21,Y,,,,,,,,110.5,,99.5,101.5,,77.5,,63.0,,,122.0,45.0,1.0,2.0,0.0,,10:40:00 AM,22-Aug-88,20-Jun-88,,,,4.9,,,280,N,,,,,,,280,,,,,,,,,,,1988.0
22,Y,,,,,,,,108.0,,98.0,96.0,,73.5,,58.0,160.0,1.0,125.0,35.0,2.0,0.0,0.0,,2:45:00 AM,17-Aug-88,20-Jun-88,78.0,76.0,,4.9,,,279,Y,161.0,,,,,279,279,,,,,,,,,,,1988.0
23,Y,,,,,,,,104.0,,95.0,90.0,,75.0,,63.0,,,121.0,7.0,0.0,0.0,0.0,,3:00:00 AM,22-Aug-88,20-Jun-88,,,,,,,281,N,,,,,,,281,,,,,,,,,,,1988.0
24,Y,,,,,,,,95.0,,85.0,91.0,,68.0,,63.0,,,76.0,,,,,"nest vandalized before excavation, unsure of numbers",9:37:00 PM,23-Aug-88,21-Jun-88,,,,,,,280,N,,,,,,,280,,,,,,,,,,,1988.0
25,Y,,,,,,,,115.0,,100.0,108.5,,78.0,,,,,18.0,3.0,7.0,2.0,5.0,no hatch detected,12:00:00 AM,,21-Jun-88,,,,8.6,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
26,Y,,,,,,,,98.0,,88.0,91.0,,69.0,,,,,0.0,111.0,0.0,0.0,0.0,,12:25:00 AM,,21-Jun-88,,,,11.1,,,278,N,,,,,,,278,,,,,,,,,,,1988.0
27,N,,,,,,,,,,,,,,,70.0,,,129.0,8.0,1.0,0.0,0.0,,3:00:00 AM,30-Aug-88,21-Jun-88,,,,20.0,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
28,Y,,,,,,,,104.0,,95.0,95.5,,76.5,,67.0,,,108.0,24.0,0.0,0.0,0.0,,9:51:00 PM,28-Aug-88,22-Jun-88,,,,18.0,,,278,N,,,,,,,278,,,,,,,,,,,1988.0
29,Y,,,,,,,,95.5,,85.5,88.5,,74.5,,68.0,,,77.0,46.0,8.0,0.0,1.0,,12:10:00 AM,29-Aug-88,22-Jun-88,,,,14.0,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
30,Y,,,,,,,,96.0,,88.5,88.0,,72.5,,61.0,134.0,0.0,124.0,10.0,0.0,0.0,0.0,,10:00:00 PM,23-Aug-88,23-Jun-88,93.0,93.0,,4.0,,,280,Y,134.0,,,,,280,281,,,,,,,,,,,1988.0
31,Y,,,,,,,,115.0,,100.0,108.0,,80.0,,,,,0.0,1.0,0.0,0.0,0.0,"no hatch, laid 1 egg",11:30:00 PM,,23-Jun-88,,,,16.9,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
32,Y,,,,,,,,94.0,,88.0,85.3,,64.6,,62.0,,,80.0,23.0,0.0,2.0,1.0,,9:50:00 PM,26-Aug-88,25-Jun-88,,,,5.0,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
33,Y,,,,,,,,101.0,,94.0,96.0,,72.0,,65.0,140.0,0.0,139.0,11.0,1.0,0.0,0.0,,11:30:00 PM,29-Aug-88,25-Jun-88,93.0,92.0,,0.9,,,279,Y,150.0,,,,,279,279,,,,,,,,,,,1988.0
34,Y,,,,,,,,102.0,,93.0,95.0,,74.0,,61.0,,1.0,155.0,7.0,16.0,0.0,0.0,,2:00:00 AM,25-Aug-88,25-Jun-88,95.0,85.0,,4.1,,,281,N,163.0,,,,,,281,,,,,,,,,,,1988.0
35,Y,,,,,,,,91.0,,91.0,85.0,,68.5,,72.0,,,107.0,52.0,1.0,0.0,0.0,,2:00:00 AM,5-Sep-88,25-Jun-88,,,,,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
36,Y,,,,,,,,89.0,,81.5,84.5,,67.0,,63.0,,,95.0,10.0,0.0,0.0,0.0,,4:55:00 AM,27-Aug-88,26-Jun-88,,,,7.4,,,,N,,,,,,,,East,,,,,,,,,,1988.0
37,Y,,,,,,,,95.0,,93.0,90.0,,70.0,,57.0,132.0,0.0,110.0,22.0,8.0,2.0,1.0,,5:22:00 AM,22-Aug-88,26-Jun-88,83.0,75.0,,3.4,,,280,Y,133.0,,,,,280,280,,,,,,,,,,,1988.0
38,Y,,,,,,,,99.0,,89.0,91.5,,68.5,,60.0,,,104.0,8.0,18.0,7.0,13.0,,10:23:00 PM,28-Aug-88,29-Jun-88,,,,1.0,,,280,N,,,,,,,280,,,,,,,,,,,1988.0
39,Y,,,,,,,,99.0,,91.0,92.0,,72.0,,,,,0.0,,,,,lost to erosion 9/1/88,11:20:00 PM,,29-Jun-88,,,,9.0,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
40,N,,,,,,,,,,,,,,,61.0,121.0,3.0,116.0,7.0,0.0,0.0,2.0,,,28-Aug-88,28-Jun-88,91.0,91.0,,,,,283,Y,128.0,,,,,283,,,,,,,,,,,,1988.0
41,Y,,,,,,,,112.0,,100.0,102.0,,80.0,,60.0,,,135.0,3.0,7.0,0.0,0.0,,2:40:00 AM,29-Aug-88,30-Jun-88,,,,2.5,,,281,N,,,,,,,281,,,,,,,,,,,1988.0
42,Y,,,,,,,,107.5,,103.0,100.5,,78.0,,71.0,,,60.0,6.0,0.0,0.0,0.0,,1:00:00 AM,10-Sep-88,1-Jul-88,,,,7.0,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
43,Y,,,,,,,,104.0,,90.5,94.5,,76.5,,58.0,,,127.0,4.0,0.0,0.0,0.0,,9:50:00 PM,29-Aug-88,2-Jul-88,,,,64.0,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
44,Y,,,,,,,,98.5,,91.5,86.5,,68.0,,65.0,,,14.0,45.0,1.0,0.0,1.0,,10:43:00 PM,5-Sep-88,2-Jul-88,,,,4.3,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
45,Y,,,,,,,,,,,,,,,65.0,,,67.0,91.0,14.0,0.0,0.0,,9:50:00 PM,6-Sep-88,3-Jul-88,,,,11.5,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
46,Y,,,,,,,,103.0,,97.0,95.5,,72.5,,59.0,,,119.0,21.0,0.0,1.0,0.0,,10:13:00 PM,31-Aug-88,3-Jul-88,,,,10.6,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
47,Y,,,,,,,,100.0,,95.0,92.0,,77.0,,68.0,,,133.0,4.0,1.0,0.0,0.0,,9:50:00 PM,10-Sep-88,4-Jul-88,,,,6.4,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
48,Y,,,,,,,,98.5,,94.5,92.0,,74.0,,62.0,,,113.0,5.0,0.0,0.0,0.0,,9:47:00 PM,5-Sep-88,5-Jul-88,,,,9.0,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
49,Y,,,,,,,,105.0,,97.0,95.5,,73.5,,62.0,,,119.0,5.0,0.0,0.0,0.0,,10:23:00 PM,5-Sep-88,5-Jul-88,,,,1.5,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
50,Y,,,,,,,,104.0,,95.0,95.0,,76.5,,68.0,,,112.0,8.0,0.0,0.0,0.0,,12:55:00 AM,12-Sep-88,5-Jul-88,,,,,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
51,Y,,,,,,,,106.0,,100.0,100.0,,74.0,,58.0,,,112.0,11.0,0.0,0.0,0.0,,3:06:00 AM,1-Sep-88,5-Jul-88,,,,33.5,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
52,Y,,,,,,,,96.0,,91.0,89.0,,73.0,,61.0,,,105.0,5.0,0.0,0.0,0.0,,1:45:00 AM,5-Sep-88,6-Jul-88,,,,14.0,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
53,Y,,,,,,,,100.0,,95.5,91.0,,74.0,,53.0,,,93.0,10.0,0.0,0.0,0.0,,5:35:00 AM,28-Aug-88,6-Jul-88,,,,11.9,,,282,N,,,,,,,282,,,,,,,,,,,1988.0
54,N,,,,,,,,,,,,,,,56.0,,,116.0,41.0,38.0,0.0,14.0,,,31-Aug-88,6-Jul-88,,,,14.0,,,282,N,,,,,,,282,,,,,,,,,,,1988.0
55,Y,,,,,,,,98.0,,89.0,90.0,,70.0,,,,,0.0,,,,,lost to erosion,10:10:00 PM,,7-Jul-88,,,,6.0,,,281,N,,,,,,,281,,,,,,,,,,,1988.0
56,Y,,,,,,,,100.0,,97.0,91.0,,70.0,,69.0,157.0,0.0,154.0,3.0,0.0,0.0,0.0,,10:40:00 PM,15-Sep-88,8-Jul-88,98.0,98.0,,11.0,,,279,Y,157.0,,,,,279,279,,,,,,,,,,,1988.0
57,Y,,,,,,,,115.0,,100.0,109.0,,81.5,,62.0,,,151.0,24.0,13.0,0.0,0.0,,12:40:00 AM,8-Sep-88,8-Jul-88,,,,10.1,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
58,Y,,,,,,,,98.5,,89.0,90.0,,73.0,,55.0,,,108.0,9.0,0.0,0.0,4.0,,3:30:00 AM,2-Sep-88,9-Jul-88,,,,5.0,,,281,N,,,,,,,281,,,,,,,,,,,1988.0
59,Y,,,,,,,,99.0,,96.0,92.0,,71.0,,55.0,127.0,0.0,96.0,31.0,2.0,0.0,0.0,,4:30:00 AM,4-Sep-88,11-Jul-88,76.0,74.0,,2.4,,,280,Y,127.0,,,,,280,280,,,,,,,,,,,1988.0
60,Y,,,,,,,,114.0,,104.0,101.5,,80.5,,63.0,,,98.0,4.0,1.0,0.0,1.0,,2:15:00 AM,14-Sep-88,13-Jul-88,,,,6.8,,,281,N,,,,,,,281,,,,,,,,,,,1988.0
61,Y,,,,,,,,99.0,,91.0,91.5,,71.5,,57.0,,,120.0,8.0,0.0,0.0,2.0,,4:00:00 AM,8-Sep-88,13-Jul-88,,,,7.5,,,280,N,,,,,,,280,,,,,,,,,,,1988.0
62,Y,,,,,,,,101.0,,90.0,92.0,,68.0,,70.0,,,8.0,100.0,0.0,1.0,0.0,,10:16:00 PM,23-Sep-88,15-Jul-88,,,,17.2,,,278,N,,,,,,,278,,,,,,,,,,,1988.0
63,Y,,,,,,,,,,,,,,,66.0,163.0,0.0,76.0,87.0,2.0,0.0,0.0,,9:46:00 PM,20-Sep-88,16-Jul-88,47.0,45.0,,14.2,,,278,Y,163.0,,,,,278,278,,,,,,,,,,,1988.0
64,Y,,,,,,,,109.0,,95.0,96.5,,78.0,,61.0,,,100.0,16.0,8.0,0.0,0.0,,10:20:00 PM,15-Sep-88,16-Jul-88,,,,28.6,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
65,Y,,,,,,,,102.0,,91.0,92.0,,66.5,,65.0,,,102.0,9.0,15.0,0.0,0.0,,10:40:00 PM,19-Sep-88,16-Jul-88,,,,29.6,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
66,Y,,,,,,,,102.0,,95.0,94.0,,73.5,,64.0,,,116.0,1.0,3.0,0.0,1.0,,11:27:00 PM,18-Sep-88,16-Jul-88,,,,20.5,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
67,Y,,,,,,,,104.5,,94.0,95.5,,78.0,,60.0,,,117.0,1.0,19.0,0.0,1.0,,10:20:00 PM,15-Sep-88,17-Jul-88,,,,22.4,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
68,Y,,,,,,,,97.0,,90.0,89.0,,69.0,,68.0,,,13.0,56.0,4.0,0.0,0.0,,10:38:00 PM,23-Sep-88,17-Jul-88,,,,32.0,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
69,Y,,,,,,,,104.0,,95.0,92.0,,75.0,,60.0,,,116.0,6.0,1.0,0.0,0.0,,3:50:00 AM,15-Sep-88,17-Jul-88,,,,18.9,,,280,N,,,,,,,280,,,,,,,,,,,1988.0
70,Y,,,,,,,,105.0,,94.0,96.0,,74.5,,62.0,,,97.0,2.0,0.0,0.0,0.0,,9:40:00 PM,18-Sep-88,18-Jul-88,,,,22.0,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
71,Y,,,,,,,,,,,,,,,56.0,,,145.0,13.0,11.0,0.0,2.0,,11:42:00 PM,12-Sep-88,18-Jul-88,,,,51.9,,,280,N,,,,,,,280,,,,,,,,,,,1988.0
72,Y,,,,,,,,101.0,,97.0,95.0,,77.0,,59.0,,,115.0,15.0,14.0,1.0,0.0,,1:23:00 AM,15-Sep-88,18-Jul-88,,,,30.0,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
73,Y,,,,,,,,100.0,,91.0,92.0,,67.0,,64.0,,,56.0,35.0,16.0,0.0,6.0,,5:30:00 AM,20-Sep-88,18-Jul-88,,,,13.4,,,280,N,,,,,,,280,,,,,,,,,,,1988.0
74,Y,,,,,,,,,,,,,,,65.0,,,,,,,,"nest eroded after hatch, before excavation",10:30:00 PM,22-Sep-88,19-Jul-88,,,,12.0,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
75,N,,,,,,,,,,,,,,,63.0,,,127.0,5.0,0.0,0.0,0.0,,1:00:00 AM,21-Sep-88,20-Jul-88,,,,18.5,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
76,Y,,,,,,,,,,,,,,,61.0,124.0,0.0,116.0,8.0,0.0,0.0,0.0,,2:27:00 AM,19-Sep-88,20-Jul-88,94.0,94.0,,7.7,,,280,Y,124.0,,,,,280,281,,,,,,,,,,,1988.0
77,Y,,,,,,,,99.0,,85.0,90.0,,72.0,,58.0,70.0,0.0,61.0,9.0,0.0,0.0,0.0,,4:00:00 AM,22-Sep-88,20-Jul-88,87.0,87.0,,,,,280,Y,70.0,,,,,280,281,,,,,,,,,,,1988.0
78,Y,,,,,,,,104.0,,96.0,92.0,,70.0,,62.0,134.0,0.0,128.0,6.0,0.0,0.0,0.0,,4:35:00 AM,20-Sep-88,20-Jul-88,96.0,96.0,,7.9,,,280,Y,134.0,,,,,280,281,,,,,,,,,,,1988.0
79,Y,,,,,,,,98.0,,92.0,89.5,,71.0,,65.0,,,92.0,8.0,0.0,0.0,0.0,,9:45:00 PM,24-Sep-88,21-Jul-88,,,,19.9,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
80,Y,,,,,,,,101.0,,95.0,92.0,,70.5,,63.0,97.0,0.0,87.0,10.0,0.0,0.0,0.0,,11:35:00 PM,22-Sep-88,21-Jul-88,90.0,90.0,,0.9,,,280,Y,97.0,,,,,280,281,,,,,,,,,,,1988.0
81,Y,,,,,,,,115.5,,98.0,108.0,,80.0,,65.0,,,134.0,8.0,4.0,0.0,2.0,,10:30:00 PM,25-Sep-88,22-Jul-88,,,,12.0,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
82,Y,,,,,,,,101.0,,98.0,91.0,,69.0,,63.0,,,115.0,7.0,4.0,0.0,0.0,,11:00:00 PM,23-Sep-88,22-Jul-88,,,,32.0,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
83,Y,,,,,,,,102.5,,91.0,94.0,,77.0,,63.0,,,99.0,15.0,0.0,0.0,0.0,,12:30:00 AM,23-Sep-88,22-Jul-88,,,,6.7,,,281,N,,,,,,,281,,,,,,,,,,,1988.0
84,N,,,,,,,,,,,,,,,61.0,,,101.0,2.0,7.0,0.0,0.0,,,21-Sep-88,22-Jul-88,,,,10.0,,,284,N,,,,,,,284,,,,,,,,,,,1988.0
85,Y,,,,,,,,102.5,,87.0,93.5,,69.0,,59.0,,,103.0,13.0,1.0,1.0,0.0,,2:27:00 AM,20-Sep-88,23-Jul-88,,,,20.9,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
86,Y,,,,,,,,105.0,,96.0,97.0,,67.0,,63.0,,,83.0,5.0,1.0,0.0,0.0,,1:30:00 AM,25-Sep-88,24-Jul-88,,,,,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
87,Y,,,,,,,,102.0,,100.0,96.0,,73.5,,61.0,,,122.0,20.0,8.0,26.0,4.0,,10:10:00 PM,26-Sep-88,27-Jul-88,,,,8.0,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
88,Y,,,,,,,,102.0,,98.0,95.0,,74.0,,,,,11.0,139.0,2.0,0.0,0.0,,2:50:00 AM,,27-Jul-88,,,,6.3,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
89,Y,,,,,,,,104.0,,96.0,97.0,,78.0,,,,,5.0,144.0,0.0,5.0,0.0,,3:15:00 AM,,27-Jul-88,,,,9.3,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
90,Y,,,,,,,,101.0,,93.0,92.0,,69.0,,65.0,,,108.0,5.0,28.0,8.0,5.0,,10:00:00 PM,1-Oct-88,28-Jul-88,,,,5.8,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
91,Y,,,,,,,,99.0,,95.0,91.0,,67.0,,66.0,121.0,0.0,110.0,11.0,4.0,1.0,0.0,,11:30:00 PM,2-Oct-88,28-Jul-88,91.0,87.0,,4.0,,,279,Y,121.0,,,,,279,279,,,,,,,,,,,1988.0
92,Y,,,,,,,,103.0,,91.0,92.5,,66.5,,,,,1.0,103.0,1.0,0.0,0.0,,1:30:00 AM,,28-Jul-88,,,,11.5,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
93,Y,,,,,,,,103.0,,97.0,94.0,,74.5,,67.0,,,125.0,0.0,1.0,1.0,0.0,,10:45:00 PM,4-Oct-88,29-Jul-88,,,,12.1,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
94,Y,,,,,,,,103.0,,89.0,94.5,,74.0,,,,,1.0,107.0,0.0,0.0,4.0,,2:15:00 AM,,30-Jul-88,,,,13.1,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
95,Y,,,,,,,,100.5,,92.0,91.0,,69.8,,,,,29.0,89.0,27.0,0.0,0.0,,10:00:00 PM,,30-Jul-88,,,,10.6,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
96,Y,,,,,,,,,,,,,,,66.0,,,153.0,14.0,24.0,0.0,0.0,,12:45:00 AM,5-Oct-88,31-Jul-88,,,,126.0,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
97,Y,,,,,,,,94.0,,85.0,88.5,,72.0,,,,,15.0,34.0,15.0,0.0,5.0,,10:45:00 PM,,2-Aug-88,,,,8.5,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
98,Y,,,,,,,,98.0,,91.0,90.5,,68.0,,65.0,,,87.0,2.0,26.0,0.0,0.0,,1:10:00 AM,6-Oct-88,2-Aug-88,,,,12.8,,,,N,,,,,,,,East,,,,,,,,,,1988.0
99,Y,,,,,,,,97.0,,90.0,88.0,,70.0,,,,,,,,,,lost to erosion,9:45:00 PM,,3-Aug-88,,,,6.5,,,278,N,,,,,,,278,,,,,,,,,,,1988.0
100,Y,,,,,,,,,,,,,,,63.0,115.0,0.0,109.0,107.0,0.0,2.0,0.0,,4:14:00 AM,6-Oct-88,4-Aug-88,50.0,50.0,,5.0,,,280,Y,216.0,,,,,280,280,,,,,,,,,,,1988.0
101,Y,,,,,,,,116.0,,100.0,108.5,,78.0,,70.0,152.0,0.0,136.0,16.0,69.0,0.0,0.0,,11:20:00 PM,14-Oct-88,5-Aug-88,89.0,44.0,,,,,275,Y,152.0,,,,,275,,,,,,,,,,,,1988.0
102,Y,,,,,,,,98.0,,93.0,88.0,,78.0,,62.0,110.0,0.0,109.0,5.0,4.0,0.0,0.0,,1:30:00 AM,7-Oct-88,6-Aug-88,96.0,92.0,,0.0,,,280,Y,114.0,,,,,280,281,,,,,,,,,,,1988.0
103,Y,,,,,,,,104.0,,92.0,96.0,,73.0,,65.0,121.0,0.0,93.0,4.0,1.0,0.0,24.0,,1:45:00 AM,10-Oct-88,6-Aug-88,77.0,76.0,,4.5,,,280,Y,121.0,,,,,280,,,,,,,,,,,,1988.0
104,Y,,,,,,,,,,,,,,,,,,,,,,,nest hatching sheet missing,9:46:00 PM,,9-Aug-88,,,,9.3,,,277,N,,,,,,,277,,,,,,,,,,,1988.0
105,N,,,,,,,,,,,,,,,,,,,,,,,nest eroded away,11:40:00 PM,,9-Aug-88,,,,5.5,,,280,N,,,,,,,280,,,,,,,,,,,1988.0
106,Y,,,,,,,,100.0,,93.0,88.0,,77.0,,,,,,,,,,nest hatching sheet missing,2:00:00 AM,,12-Aug-88,,,,23.0,,,278,N,,,,,,,278,,,,,,,,,,,1988.0
107,Y,,,,,,,,103.0,,93.0,96.5,,71.0,,,,,,,,,,nest hatching sheet missing,1:15:00 AM,,14-Aug-88,,,,56.0,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
108,N,,,,,,,,,,,,,,,,,,,,,,,nest hatching sheet missing,12:00:00 AM,,14-Aug-88,,,,23.0,,,279,N,,,,,,,279,,,,,,,,,,,1988.0
109,Y,,,,,,,,98.0,,91.0,89.0,,71.0,,,,,,,,,,nest overwashed,11:50:00 PM,,16-Aug-88,,,,20.0,,,,N,,,,,,,,East,,,,,,,,,,1988.0
110,Y,,,,,,,,118.0,,105.0,108.0,,75.0,,,,,,,,,,nest overwashed,2:30:00 AM,,16-Aug-88,,,,,,,276,N,,,,,,,276,,,,,,,,,,,1988.0
111,N,,,,,,,,,,,,,,,,86.0,0.0,,,,,,nest hatching sheet missing,11:30:00 PM,,20-Aug-88,,,,,,,279,Y,,,,,,279,,,,,,,,,,,,1988.0
112,N,,,,,,,,,,,,,,,,,,,,,,,nest hatching sheet missing,3:00:00 AM,,29-Aug-88,,,,,,,275,N,,,,,,,275,,,,,,,,,,,1988.0
1,N,,,,,,,,,,,,,,,60.0,,,111.0,7.0,0.0,0.0,2.0,,,24-Jul-89,25-May-89,,,,,,,275,N,,,,,,,275,,,,,,,,,,,1989.0
2,N,,,,,,,,,,,,,,,62.0,,,120.0,33.0,0.0,2.0,2.0,,12:00:00 AM,28-Jul-89,27-May-89,,,,5.3,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
3,Y,,,,,,,,100.0,,94.0,98.0,,74.3,,56.0,,,104.0,4.0,0.0,0.0,2.0,,12:10:00 AM,24-Jul-89,29-May-89,,,,5.0,,,282,N,,,,,,,282,,,,,,,,,,,1989.0
4,Y,,,,,,,,104.0,,100.0,97.0,,73.0,,64.0,141.0,0.0,121.0,17.0,0.0,1.0,0.0,,11:45:00 PM,4-Aug-89,1-Jun-89,88.0,87.0,,0.0,,,280,Y,138.0,,,,,280,281,,,,,,,,,,,1989.0
5,Y,,,,,,,,92.0,,83.0,85.0,,65.0,,60.0,,,85.0,7.0,0.0,0.0,0.0,,,31-Jul-89,1-Jun-89,,,,32.0,,,280,N,,,,,,,280,,,,,,,,,,,1989.0
6,Y,,,,,,,,102.5,,93.0,96.0,,68.0,,62.0,107.0,0.0,,,,,,hatching info missing,11:45:00 PM,4-Aug-89,3-Jun-89,,,,0.0,,,280,Y,,,,,,280,281,,,,,,,,,,,1989.0
7,Y,,,,,,,,91.0,,82.0,86.0,,61.0,,63.0,47.0,0.0,40.0,6.0,0.0,0.0,1.0,,5:00:00 AM,5-Aug-89,3-Jun-89,85.0,85.0,,0.0,,,280,Y,47.0,,,,,280,281,,,,,,,,,,,1989.0
8,Y,,,,,,,,100.0,,85.0,94.5,,72.0,,60.0,,,82.0,33.0,0.0,0.0,0.0,,2:15:00 AM,6-Aug-89,7-Jun-89,,,,4.8,,,277,N,,,,,,,277,,,,,,,,,,,1989.0
9,Y,,,,,,,,100.0,,90.0,95.0,,64.0,,,118.0,0.0,,,,,,hatching info missing,3:15:00 AM,,7-Jun-89,,,,0.0,,,280,Y,,,,,,280,281,,,,,,,,,,,1989.0
10,Y,,,,,,,,94.0,,89.0,90.0,,68.0,,54.0,138.0,0.0,115.0,4.0,9.0,1.0,12.0,,10:07:00 PM,1-Aug-89,8-Jun-89,88.0,80.0,,0.0,,,280,Y,131.0,,,,,280,281,,,,,,,,,,,1989.0
11,Y,,,,,,,,96.0,,93.0,88.0,,74.0,,60.0,,,56.0,24.0,0.0,0.0,0.0,,1:00:00 AM,7-Aug-89,8-Jun-89,,,,8.6,,,277,N,,,,,,,277,,,,,,,,,,,1989.0
12,Y,,,,,,,,103.0,,98.0,97.0,,74.0,,,,,0.0,,,,,destroyed by raccoon,3:40:00 AM,,8-Jun-89,,,,4.5,,,281,N,,,,,,,281,,,,,,,,,,,1989.0
