Nest,Observed,Species,PIT,AE1,LFF,AE2,RFF,AE3,CNT,CNN,CW,SNT,SNN,SW,Biopsy,Incubation,Rel_Eggs,Eggs_Taken,Hatched,Unhatched,Live,Dead,Pipped,Comments,time,hatchdate,date,hatchsucc,emergencesucc,disVeg,disHT,final_lat,final_long,final_access,treatment,total_eggs,orig_lat,orig_long,reloc_lat,reloc_long,reloc_access,access,orig_beach_side,reloc_beach_side,tags,returning_turtle,disHT2,disVeg2,dna_id,prevtags,first_action,exit_time,year
45,Y,Cc,42555D1E52,E,TTL463,E,TTL408,E,,,,96.0,96.0,,Y,72.0,,1.0,0.0,112.0,0.0,0.0,0.0,"Nested really fast, didnt have time to do all measurements",10:36:00 PM,,23-Jun-15,0.0,0.0,32.5,17.0,33.849806,-77.981611,27R,N,113.0,33.849806,-77.981611,,,,27R,,,,,,,CC003289,,,,2015.0
46,N,Cc,nan,E,,,,,,,,,,,N,50.0,,1.0,139.0,9.0,1.0,1.0,0.0,"Billie, Could not patrol for half a night because of storm",3:30:00 AM,14-Aug-15,25-Jun-15,93.0,92.0,-2.0,14.0,33.848093,-77.97518199999998,32L,N,149.0,33.848093,-77.97518199999998,,,,32L,,,,,,,CC000600,,,,2015.0
47,N,Cc,nan,,,,,,,,,,,,N,51.0,70.0,1.0,48.0,19.0,0.0,0.0,1.0,Could not patrol for half a night because of storm,4:00:00 AM,15-Aug-15,25-Jun-15,70.0,70.0,100.0,2.0,33.859998,-78.005691,13R,Y,69.0,33.859998,-77.00591999999997,33.859998,-78.005691,13R,13L,,,,,,,CC005847,,,,2015.0
48,Y,Cc,982000167829931,A,,,TTL484,A,,,,99.0,98.0,91.0,Y,54.0,,1.0,100.0,4.0,0.0,0.0,0.0,"Luna, Nested on FF three times",12:40:00 AM,19-Aug-15,26-Jun-15,95.0,95.0,8.5,6.5,33.8486,-77.959969,42R,N,105.0,33.8486,-77.959969,,,,42R,,,,,,,CC009003,"928000167774815, TTL487",,,2015.0
49,Y,Cc,982000167829490,A,UUT827,A,TTL479,A,92.0,91.0,94.0,,,,Y,73.0,,1.0,0.0,116.0,0.0,0.0,0.0,"New turtle, Nested on Cape Lookout and Debidue",3:40:00 AM,,26-Jun-15,0.0,0.0,15.0,8.5,33.848303,-77.959889,42R,N,117.0,33.848303,-77.959889,,,,42R,,,,,,,CC008124,,,,2015.0
50,Y,Cc,4236293973,E,,E,,,,,,,,,N,52.0,,1.0,92.0,6.0,5.0,0.0,0.0,"Shellby, Storm washed out scarp on 8/4, nest became exposed - some eggs lost, the majority were relocated further back",5:00:00 AM,17-Aug-15,26-Jun-15,93.0,88.0,130.0,4.0,33.85099,-77.986363,25L,N,99.0,33.85099,-77.986363,,,,25L,,,,,,,CC008109,"RRE129, RRE130, TTS979, TTS980, TTS935",,,2015.0
51,Y,Cc,47090F520F,E,TTL475,E,TTL562,E,100.0,98.0,98.0,93.0,91.0,68.0,Y,54.0,,1.0,95.0,1.0,2.0,0.0,1.0,"Lee, 3rd nest of the season! (BHI #8, BHI #35), pit tag: right side",12:45:00 AM,20-Aug-15,27-Jun-15,97.0,95.0,11.0,20.0,33.850112,-77.96000699999998,42S,N,98.0,33.850112,-77.96000699999998,,,,42S,,,,,,,CC004967,TTL571,,,2015.0
52,Y,Cc,982000167827553,E,TTL486,E,TTL468,E,95.0,94.0,92.0,90.5,90.0,70.0,Y,48.0,,1.0,93.0,3.0,22.0,0.0,10.0,"2nd nest of the season! (BHI #33), extensive algae growth on carapace - very hairy!, Temperature logger #58",9:40:00 PM,15-Aug-15,28-Jun-15,87.0,66.0,2.5,50.0,33.851619,-77.960111,42L,N,107.0,33.851619,-77.960111,,,,42L,,,,,,,CC000598,,,,2015.0
53,Y,Cc,42323E6349,E,TTL497,E,,E,112.5,111.0,100.0,102.0,101.0,84.0,Y,58.0,,1.0,60.0,64.0,0.0,0.0,2.0,"Gam Gam3rd nest of the season! (BHI #14, BHI #36), RFF tag: RRZ57",12:45:00 AM,25-Aug-15,28-Jun-15,47.0,47.0,2.0,23.0,33.848240000000004,-77.96,42R,N,127.0,33.848240000000004,-77.96,,,,42R,,,,,,,CC003293,,,,2015.0
54,Y,Cc,4C1B426A50,E,TTL466,A,UUT646,E,96.0,93.0,89.0,85.0,88.0,67.0,Y,55.0,,1.0,86.0,4.0,1.0,0.0,1.0,nested on Masonboro twice,3:05:00 AM,22-Aug-15,28-Jun-15,93.0,92.0,5.0,14.0,33.849637,-77.959848,42R,N,92.0,33.849637,-77.959848,,,,42R,,,,,,,CC006405,,,,2015.0
55,Y,Cc,4413160215,E,XXM637,E,TTL496,E,117.0,116.0,103.0,,,76.0,Y,54.0,,1.0,105.0,13.0,8.0,0.0,2.0,"THOMASINA, huge gash on right side of shellpresumably new, very deep, length of half the shell width",9:15:00 PM,22-Aug-15,29-Jun-15,87.0,80.0,1.0,13.0,33.84646,-77.97114,34R,N,121.0,33.84646,-77.97114,,,,34R,,,,,,,CC003328,,,,2015.0
56,Y,Cc,43357F370E,E,TTL476,E,TTS985,E,99.0,98.0,94.0,,,,Y,54.0,,1.0,100.0,4.0,0.0,0.0,0.0,,3:14:00 AM,22-Aug-15,29-Jun-15,95.0,95.0,0.0,12.0,33.84675900000001,-77.972012,35R,N,105.0,33.84675900000001,-77.972012,,,,35R,,,,,,,CC008124,"RRE158, RRE165, RRE160, TTS992, TTS985",,,2015.0
57,Y,Cc,4B1C7E5236,E,UUT832,E,UUT772,E,,,,,,,Y,53.0,,1.0,96.0,2.0,0.0,0.0,0.0,"Shelley, 3rd nest of the season! (BHI #13, BHI #39), bite out of back right flipper",12:45:00 AM,22-Aug-15,30-Jun-15,97.0,97.0,11.0,177.0,33.849158,-77.959971,42R,N,99.0,33.849158,-77.959971,,,,42R,,,,,,,CC000604,"TTL570, TTL560, UUT790, UUT772",,,2015.0
58,Y,Cc,4253323E24,E,UUT769,E,TTL451,E,101.0,101.0,83.5,92.0,92.0,73.5,Y,53.0,116.0,1.0,113.0,3.0,0.0,0.0,1.0,"Thumper, 2nd nest of season! (BHI #9)",3:44:00 AM,22-Aug-15,30-Jun-15,96.0,96.0,116.0,0.0,33.845977000000005,-77.970075,35R,Y,118.0,33.845977000000005,-77.96628,33.845977000000005,-77.970075,35R,36L,,,,,,,CC004559,"RRE293, RRE208, RRE181, TTS936, TTS937, UUT769, UUT719, TTL451, 4C1B35520E",,,2015.0
59,Y,Cc,425553341F,E,UUT826,A,TTL498,A,108.0,105.0,103.0,100.0,96.0,74.0,Y,49.0,,1.0,,,31.0,,,"Wanda/Calypso, 2nd nest of the season! (BHI #26), turtle that was caught in construction zone, Numbers from excavation lost",1:00:00 AM,19-Aug-15,1-Jul-15,,,0.0,15.0,33.844596,-77.96705,36L,N,,33.844596,-77.96705,,,,36L,,,,,,,CC004971,"UUT738, RRE279, UUT706, UUT708, RRE277, 4C1B6C496F, 466966674",,,2015.0
60,Y,Cc,982000167829793,E,TTL500,E,TTL491,A,98.0,97.0,84.0,86.0,85.0,71.0,Y,55.0,,1.0,112.0,4.0,0.0,0.0,1.0,"Violet, 2nd nest of the season! (BHI #15), nested fast, LFF almost torn out, Nested on FF twice",1:16:00 AM,26-Aug-15,2-Jul-15,95.0,95.0,12.4,6.6,33.845803000000004,-77.95974,39L,N,118.0,33.845803000000004,-77.95974,,,,39L,,,,,,,CC008114,,,,2015.0
61,Y,Cc,46695438644A6C0B471FC,E,TTS982,E,UUT623,E,101.5,104.0,98.0,,,,Y,55.0,,1.0,117.0,8.0,1.0,0.0,1.0,Persephone/Georgina,9:45:00 PM,27-Aug-15,3-Jul-15,92.0,91.0,,,33.8536,-77.9933,20L,N,127.0,33.8536,-77.9933,,,,20L,,,,,,,CC004965,,,,2015.0
62,Y,Cc,470875684E,E,TTL495,E,UUT689,E,104.0,102.0,95.0,98.0,96.0,67.0,Y,54.0,,1.0,104.0,4.0,3.0,0.0,3.0,"Mary jane, 2nd nest of the season! (BHI #17)",12:15:00 AM,28-Aug-15,5-Jul-15,93.0,90.0,5.0,4.5,33.852847,-77.960062,42L,N,112.0,33.852847,-77.960062,,,,42L,,,,,,,CC003291,"SSE844, SSE872, RRE120, RRZ544, RRZ545, UUT699, UUT689, 470875684E",,,2015.0
63,N,Cc,nan,E,,,,,,,,,,,N,48.0,140.0,1.0,126.0,10.0,14.0,0.0,1.0,,2:30:00 AM,22-Aug-15,5-Jul-15,91.0,81.0,33.4,3.8,33.84581,-77.96956999999998,35R,Y,138.0,33.84581,-77.96007,33.84581,-77.96956999999998,35R,,,,,,,,CC003448,,,,2015.0
64,Y,Cc,42555D1E52,E,TTL463,E,TTL408,E,105.0,103.0,94.0,,,,Y,48.0,114.0,1.0,112.0,2.0,20.0,0.0,0.0,"HEIDI, 2nd nest of the season (BHI #45)",10:00:00 PM,23-Aug-15,6-Jul-15,97.0,80.0,0.0,8.0,33.84645,-77.97129,34R,Y,115.0,33.84645,-77.96524000000002,33.84645,-77.97129,34R,36L,,,,,14.0,1.5,CC003289,,,,2015.0
65,Y,Cc,470D4D1402,E,"UUT616, UUT782",E,,E,114.0,111.0,103.0,,102.0,80.0,Y,49.0,,1.0,138.0,2.0,0.0,3.0,0.0,"BILLIE, 2nd nest of the season (BHI #10), nested on top of the dune, RFF tag: 69",11:00:00 PM,25-Aug-15,7-Jul-15,98.0,96.0,,,33.846070000000005,-77.97074,34L,N,141.0,33.846070000000005,-77.97074,,,,34L,,,,,,,CC000600,"RRE147, RRE148, TTS972, TTL563, TTL520, UUT616, UUT669, UUT782, 43337B7447, 470D4D1402, 470D277210",,,2015.0
66,Y,Cc,982000167829921,A,TTL453,A,UUT675,A,99.0,96.0,103.0,94.0,92.0,79.0,Y,54.0,,1.0,157.0,2.0,1.0,0.0,2.0,"Had chunk out of shell on back, gash on shell looks like a boat strike with open sore, New turtle, nested on topsail 5 times this summer",1:30:00 PM,30-Aug-15,7-Jul-15,97.0,96.0,,,33.850988,-77.986292,25L,N,162.0,33.850988,-77.986292,,,,25L,,,,,,,CC003254,,,,2015.0
67,Y,Cc,982000167829666,A,UUT836,A,UUT838,A,97.0,94.0,92.0,,,,Y,49.0,96.0,1.0,91.0,3.0,10.0,0.0,3.0,"Right flipper tag didnt go all the way through, New turtle",10:40:00 PM,26-Aug-15,8-Jul-15,93.0,83.0,172.0,3.0,33.859895,-78.005615,13R,Y,98.0,33.859895,-78.00995,33.859895,-78.005615,13R,11,,,,,29.0,77.0,CC005847,,,,2015.0
68,Y,Cc,4236293973,E,,E,UUT666,A,104.0,102.0,92.0,97.0,95.0,73.0,Y,55.0,,1.0,101.0,4.0,0.0,0.0,0.0,"SHELLBY, 2 flipper tag scars on right flipper, scales 2&3, LFF tag: TS935",10:05:00 PM,2-Sep-15,9-Jul-15,95.0,95.0,1.0,3.0,33.844556,-77.9073,36L,N,106.0,33.844556,-77.9073,,,,36L,,,,,,,CC008109,,,,2015.0
69,Y,Cc,42554C595E,E,UUT837,A,UUT828,A,101.0,98.0,88.0,93.0,90.0,69.0,Y,48.0,125.0,1.0,121.0,1.0,43.0,0.0,3.0,"SUMNER, 2nd nest of the season (BHI #27), Nested on the point and took forever to get back in the water",12:00:00 AM,26-Aug-15,9-Jul-15,96.0,62.0,,,33.847501,-77.960037,42R,Y,126.0,33.847501,-77.95849,33.847501,-77.960037,42R,35L,,,,,,0.0,CC004972,,,,2015.0
70,Y,Cc,47090F520F,E,TTL475,E,TTL562,E,97.5,101.0,92.0,,,,Y,58.0,,1.0,98.0,5.0,0.0,0.0,0.0,"Lee, 4th nest of the season! (BHI #8, BHI #35, BHI #51), pit tag: right side",11:15:00 PM,6-Sep-15,10-Jul-15,94.0,94.0,47.0,17.0,33.84523,-77.95966,39S,N,104.0,33.84523,-77.95966,,,,39S,,,,,,,CC004967,,,,2015.0
71,Y,Cc,nan,,UUT842,A,UUT844,A,104.0,101.0,95.0,95.0,93.0,75.0,Y,60.0,,1.0,113.0,12.0,6.0,0.0,6.0,"New turtle, couldnt get PIT tag in - skin too tough and she kept flinching; chunk out of left side of shell missing, Also nested on FF",2:30:00 AM,8-Sep-15,10-Jul-15,86.0,81.0,,,33.86002,-77.95964000000002,42L,N,132.0,33.86002,-77.95964000000002,,,,42L,,,,,,,CC003297,,,,2015.0
72,N,,nan,,,,,,,,,,,,N,,90.0,3.0,0.0,87.0,0.0,0.0,0.0,"Nest found by construction crew 7/10 at 2:30pm, relocated as many eggs as we could find, Nested on Kure Beach and FF",,,,0.0,0.0,,,33.85985,-78.00556,13R,Y,90.0,33.85985,-78.00972,33.85985,-78.00556,13R,,,,,,,,CC008111,,,,2015.0
73,Y,Cc,982000167827553,E,TTL486,E,TTL468,E,97.5,97.0,91.5,,,,Y,54.0,,1.0,109.0,1.0,0.0,0.0,0.0,"3rd nest of the season! (BHI #33, BHI #52)",1:19:00 AM,3-Sep-15,11-Jul-15,98.0,98.0,-2.0,13.0,33.844274,-77.966565,36L,N,111.0,33.844274,-77.966565,,,,36L,,,,,,,CC000598,,,,2015.0
74,Y,Cc,43357F370E,E,,,,,,,,,,,N,54.0,,1.0,113.0,3.0,0.0,1.0,1.0,"Notch/chunk missing from carapace over left rear flipper, Saw her as she was leaving",2:34:00 AM,3-Sep-15,11-Jul-15,96.0,95.0,,,33.84604,-77.97021,35R,N,118.0,33.84604,-77.97021,,,,35R,,,,,,,CC008112,,,,2015.0
75,Y,Cc,42323E6349,E,TTL497,E,RRZ576,E,111.0,109.0,102.0,103.0,101.0,83.0,Y,55.0,,1.0,77.0,19.0,21.0,0.0,2.0,"Gam Gam, 4th nest of the season! (BHI #14, BHI #36, BHI #53)",12:30:00 AM,6-Sep-15,13-Jul-15,78.0,57.0,4.0,20.0,33.84819,-77.95997,39L,N,99.0,33.84819,-77.95997,,,,39L,,,,,,,CC003293,,,,2015.0
76,Y,Cc,982000167802579,A,UUT845,A,TTL494,A,100.0,99.0,90.0,92.0,91.0,72.0,Y,51.0,,1.0,108.0,8.0,0.0,4.0,0.0,,3:10:00 AM,2-Sep-15,13-Jul-15,92.0,89.0,,,33.84512,-77.96826999999998,36R,N,117.0,33.84512,-77.96826999999998,,,,36R,,,,,,,CC008248,,,,2015.0
77,Y,Cc,4253323E24,E,TTS963,E,,E,,,,,,,,49.0,103.0,1.0,96.0,5.0,5.0,0.0,0.0,"Thumper, 3rd nest of the season! (BHI #9, BHI #58), RFF tag: TTL45",11:20:00 PM,1-Sep-15,14-Jul-15,94.0,89.0,68.0,2.0,33.850037,-77.982635,28R,Y,102.0,33.850037,-77.98267,33.850037,-77.982635,28R,28R,,,,,17.0,53.0,CC004559,,,,2015.0
78,Y,Cc,982000167777721,A,UUT848,A,UUT854,A,107.0,104.0,95.0,,,,Y,57.0,,1.0,115.0,10.0,0.0,0.0,0.0,"Diamond, New turtle, parallel scar marks on right side of carapace, Temp logger #34",11:00:00 PM,10-Sep-15,15-Jul-15,91.0,91.0,0.0,,33.863074,-77.959181,42L,N,126.0,33.863074,-77.959181,,,,42L,,,,,,,CC008249,,,,2015.0
79,Y,Cc,4A6C0B471FC,E,TTS982,E,UUT623,E,103.0,102.0,97.0,,,,Y,57.0,121.0,1.0,98.0,12.0,3.0,0.0,1.0,Persephone/Georgina,3:50:00 PM,10-Sep-15,15-Jul-15,88.0,85.0,0.0,0.0,33.84593,-77.97006,35R,Y,112.0,33.84593,-77.96335,33.84593,-77.97006,35R,36L,,,,,1.5,1.0,CC004965,,,,2015.0
80,N,Cc,nan,,,,,,,,,,,,N,56.0,,1.0,95.0,9.0,0.0,2.0,1.0,,1:50:00 AM,10-Sep-15,16-Jul-15,90.0,88.0,5.7,23.6,33.84868,-77.95987,42R,N,106.0,33.84868,-77.95987,,,,42R,,,,,,,CC009002,,,,2015.0
81,Y,Cc,42555D1E52,E,TTL463,E,TTL408,E,103.0,102.0,95.0,93.5,93.0,72.0,Y,72.0,,1.0,86.0,12.0,0.0,0.0,0.0,"HEIDI, 3rd nest of the season (BHI#45, BHI #64); macro algae all over shell",12:16:00 AM,,19-Jul-15,87.0,87.0,,,33.845377,-77.959637,39L,N,99.0,33.845377,-77.959637,,,,39L,,,,,,,CC003289,,,,2015.0
82,Y,Cc,470D277210,E,UUT782,E,UUT669,E,113.0,110.0,99.0,106.0,104.0,82.0,Y,59.0,,1.0,146.0,9.0,0.0,0.0,4.0,"BILLIE, 3rd nest of season (BHI #10, BHI #65)",11:02:00 PM,17-Sep-15,20-Jul-15,91.0,91.0,6.0,25.0,33.849613,-77.959963,42R,N,160.0,33.849613,-77.959963,,,,42R,,,,,,,CC000600,,,,2015.0
83,N,Cc,nan,,,,,,,,,,,,N,71.0,,1.0,84.0,12.0,0.0,0.0,0.0,Nested on Cape Lookout,12:20:00 PM,,20-Jul-15,87.0,87.0,2.0,3.0,33.859583,-77.959739,42L,N,97.0,33.859583,-77.959739,,,,42L,,,,,,,CC008109,,,,2015.0
84,N,Cc,nan,E,,,,,,,,,,,N,59.0,,1.0,75.0,7.0,0.0,1.0,0.0,Shelby,1:50:00 AM,17-Sep-15,20-Jul-15,90.0,89.0,1.0,20.5,33.848799,-77.977439,31L,N,83.0,33.848799,-77.977439,,,,31L,,,,,,,CC008109,,,,2015.0
85,N,Cc,nan,E,,,,,,,,,,,N,57.0,,1.0,92.0,3.0,5.0,0.0,0.0,Lee,3:30:00 AM,16-Sep-15,21-Jul-15,96.0,91.0,9.0,30.0,33.84582,-77.9599,39L,N,96.0,33.84582,-77.9599,,,,39L,,,,,,,CC004967,,,,2015.0
86,Y,Cc,42554C595E,E,TTL483,A,UUT847,A,99.0,97.0,89.0,92.0,90.0,69.0,Y,70.0,,1.0,1.0,119.0,0.0,1.0,0.0,"SUMNER, 3rd nest of season (BHI #27, #69)",11:20:00 PM,,22-Jul-15,1.0,0.0,23.0,11.0,33.844573,-77.959417,39R,N,121.0,33.844573,-77.959417,,,,39R,,,,,,,CC004972,,,,2015.0
87,N,Cc,nan,,,,,,,,,,,,N,50.0,89.0,1.0,83.0,4.0,3.0,0.0,3.0,Nested on Cedar Island,2:07:00 AM,10-Sep-15,22-Jul-15,91.0,88.0,6.0,1.0,33.84767,-77.97421,32L,Y,91.0,33.84767,-77.97424000000002,33.84767,-77.97421,32L,32L,,,,,4.5,0.5,CC008396,,,,2015.0
88,N,Cc,nan,E,,,,,,,,,,,N,49.0,144.0,1.0,131.0,7.0,12.0,0.0,5.0,"tracks led to a potential nest, but it was an abandoned hole w/ huge root",3:45:00 AM,9-Sep-15,22-Jul-15,91.0,83.0,-1.0,3.0,33.84558,-77.96915,35L,Y,144.0,33.84558,-77.96085,33.84558,-77.96915,35L,36L,,,,,,,CC003448,,,,2015.0
89,Y,Cc,43357F370E,E,TTL493,A,TTS985,E,98.0,98.0,91.0,,,,Y,54.0,96.0,1.0,88.0,3.0,5.0,0.0,0.0,,4:15:00 AM,15-Sep-15,23-Jul-15,96.0,90.0,6.5,2.0,33.84458,-77.96706999999998,36L,Y,92.0,33.84458,-77.96706,33.84458,-77.96706999999998,36L,36L,,,,,,,CC008112,,,,2015.0
90,Y,Cc,982000167826518,A,UUT851,A,UUT831,A,99.0,99.0,92.0,,,,Y,59.0,110.0,1.0,100.0,13.0,0.0,1.0,1.0,"Nested first in Cape Lookout, then FF, then here",10:40:00 PM,,27-Jul-15,87.0,86.0,0.0,0.0,33.845634999999994,-77.969139,35L,Y,115.0,33.845634999999994,-77.96395,33.845634999999994,-77.969139,35L,36L,,,,,29.4,1.0,CC008402,,,,2015.0
91,Y,Cc,982000167777097,A,UUT853,A,UUT850,A,92.0,90.0,86.0,87.0,85.0,66.0,Y,78.0,,1.0,0.0,86.0,0.0,0.0,0.0,,3:52:00 AM,,28-Jul-15,0.0,0.0,2.0,0.0,33.859316,-77.959824,42L,N,87.0,33.859316,-77.959824,,,,42L,,,,,,,,,,,2015.0
92,Y,Cc,42555D1E52,E,TTL463,E,,E,107.0,105.0,97.0,97.0,97.0,75.0,Y,57.0,86.0,1.0,81.0,6.0,0.0,0.0,0.0,"HEIDI, 4th nest of the season (BHI #45, BHI #64, BHI #81), lots of coral on shell, RFF tag: TTL40",1:11:00 AM,26-Sep-15,31-Jul-15,92.0,92.0,0.0,0.0,33.844584999999995,-77.967212,35S,Y,88.0,33.844584999999995,-77.96368000000002,33.844584999999995,-77.967212,35S,36L,,,,,,,CC003289,,,,2015.0
93,Y,Cc,982000167829566,A,UUT840,A,UUT843,A,102.5,100.0,93.0,90.0,89.0,70.0,Y,55.0,87.0,1.0,79.0,1.0,0.0,2.0,2.0,"Coral, Lots of coral/kelp/algae growing on her, like mini afro of animals everywhere",1:13:00 AM,25-Sep-15,1-Aug-15,95.0,93.0,-1.0,2.0,33.845776,-77.969533,35R,Y,83.0,33.845776,-77.9629,33.845776,-77.969533,35R,36L,,,,,5.0,2.0,CC009002,,,,2015.0
94,Y,Cc,42554C595E,E,UUT861,A,UUT847,E,99.5,98.0,90.0,91.0,90.0,69.0,Y,79.0,,1.0,0.0,126.0,0.0,0.0,0.0,"SUMNER, 4th nest of season (BHI #27, #69, #86)",10:02:00 PM,,4-Aug-15,0.0,0.0,29.0,22.0,33.844538,-77.959423,39R,N,127.0,33.844538,-77.959423,,,,39R,,,,,,,CC004972,,,,2015.0
95,N,Cc,nan,,,,,,,,,,,,N,79.0,67.0,1.0,0.0,66.0,0.0,0.0,0.0,Nest discovered on morning patrol,8:10:00 AM,,17-Aug-15,0.0,0.0,,,33.84552,-77.9597,39L,Y,67.0,33.84552,-77.95952,33.84552,-77.9597,39L,39L,,,,,,,CC008110,,,,2015.0
96,N,Cc,nan,,,,,,,,,,,,N,,95.0,1.0,0.0,96.0,0.0,0.0,0.0,Nest discovered on morning patrol,7:04:00 AM,,22-Aug-15,0.0,0.0,,,33.84427,-77.96656,36L,Y,97.0,33.84427,-77.96455,33.84427,-77.96656,36L,36L,,,,,,,CC008351,,,,2015.0
1,N,Cc,nan,,,,,,,,,,,,,69.0,,1.0,124.0,4.0,1.0,0.0,1.0,"(Olsen), Two eggs found near scarp far from egg chamber; small paw prints found all around and a small hole had been dug but did not hit the egg chamber",6:48:00 AM,19-Jul-16,11-May-16,95.0,95.0,,,33.855381,-77.99764499999998,18R,N,130.0,33.855381,-77.99764499999998,,,,18R,,,,,,,,,,,2016.0
2,N,Cc,nan,,,,,,,,,,,,,65.0,,1.0,92.0,27.0,1.0,0.0,0.0,"from DNA - 470305577B, nested 4 times on FF after this nest",6:35:00 AM,19-Jul-16,15-May-16,77.0,76.0,5.4,33.4,33.85844,-78.00327,13L,N,120.0,33.85844,-78.00327,,,,13L,,,,,,,,,,,2016.0
3,N,Cc,nan,,,,,,,,,,,,,67.0,,1.0,115.0,4.0,11.0,0.0,0.0,"from DNA - 4A657E4838, 4707673B10",7:22:00 AM,24-Jul-16,18-May-16,96.0,87.0,0.0,,33.86308,-77.95936999999998,42L,N,120.0,33.86308,-77.95936999999998,,,,42L,,,,,,,,,,,2016.0
4,N,Cc,nan,,,,,,,,,,,,,63.0,47.0,2.0,36.0,13.0,1.0,3.0,0.0,,6:45:00 AM,24-Jul-16,22-May-16,71.0,63.0,,,33.86315,-78.00858000000002,11L,Y,51.0,33.86315,-78.00865,33.86315,-78.00858000000002,11L,11L,,,,,,,,,,,2016.0
5,Y,Cc,4413160215,E,,E,UUT870,A,114.7,114.0,100.5,,,78.2,Y,58.0,145.0,1.0,4.0,137.0,1.0,0.0,0.0,"Thomasina, LFF tag: XXM6",1:48:00 AM,22-Jul-16,25-May-16,3.0,2.0,,,33.86366,-78.00903000000002,11L,Y,142.0,33.86366,-77.959,33.86366,-78.00903000000002,11L,11L,,,,,,,,,,,2016.0
6,Y,Cc,982000167825417,A,UUT881,A,UUT885,A,,,,94.5,92.0,69.2,Y,59.0,,1.0,128.0,5.0,0.0,1.0,0.0,,1:46:00 AM,24-Jul-16,26-May-16,96.0,95.0,7.57,19.8,33.85088,-77.96001,42L,N,134.0,33.85088,-77.96001,,,,42L,,,,,,,,,,,2016.0
7,Y,Cc,47096B045C,E,UUT869,A,UUT621,E,106.0,105.0,101.2,99.7,97.0,74.4,Y,62.0,,5.0,91.0,41.0,0.0,0.0,1.0,Fancy Nancy,1:26:00 AM,28-Jul-16,27-May-16,66.0,66.0,,,33.850159999999995,-77.9599,42L,N,138.0,33.850159999999995,-77.9599,,,,42L,,,,,,,,,,,2016.0
8,Y,Cc,982000167796943,A,UUT856,A,,,96.5,96.0,89.5,88.3,87.0,71.0,,57.0,103.0,1.0,42.0,60.0,0.0,0.0,0.0,(Bailey),10:30:00 PM,25-Jul-16,29-May-16,41.0,41.0,,,33.85243,-77.96011999999997,42L,Y,103.0,33.85243,-77.96011999999997,33.85243,-77.96011999999997,42L,42L,,,,,,,,,,,2016.0
9,Y,Cc,4251472C1B,E,,,,,,,,,,,,59.0,,0.0,123.0,4.0,1.0,1.0,0.0,(Olsen),2:30:00 AM,27-Jul-16,29-May-16,97.0,95.0,,,33.845620000000004,-77.96943,35R,N,127.0,33.845620000000004,-77.96943,,,,35R,,,,,,,,,,,2016.0
10,Y,Cc,nan,,,,,,,,,,,,,55.0,111.0,1.0,91.0,11.0,14.0,0.0,7.0,typically nests on oak island,5:00:00 AM,23-Jul-16,29-May-16,83.0,70.0,,0.0,33.85859,-78.00363,13L,Y,110.0,33.85859,-78.00369,33.85859,-78.00363,13L,13L,,,,,,,,,,,2016.0
11,Y,Cc,423476145D,E,UUT858,A,UUT857,A,102.2,101.0,95.3,94.4,93.0,73.6,Y,56.0,,1.0,116.0,7.0,22.0,1.0,5.0,Sarah (Judy Piros),9:22:00 PM,26-Jul-16,31-May-16,90.0,72.0,,,33.8616,-77.9594,42L,N,129.0,33.8616,-77.9594,,,,42L,,,,,,,,,,,2016.0
12,Y,Cc,982000167827382,A,,E,UUT844,E,104.1,102.0,93.6,96.5,94.0,75.6,Y,,,1.0,5.0,143.0,0.0,0.0,0.0,"chunk missing out of left side of carapace, lots of epibiota, LFF tag: UUT8",2:45:00 AM,,2-Jun-16,3.0,3.0,,,33.86425,-78.00976999999997,11S,N,149.0,33.86425,-78.00976999999997,,,,11S,,,,,,,,,,,2016.0
13,Y,Cc,982000167775106,A,,,TTL477,A,,,,,,,Y,53.0,69.0,0.0,63.0,4.0,6.0,0.0,2.0,large chunk of lower right side of carapace missing; RRF was a stump,12:23:00 AM,26-Jul-16,3-Jun-16,91.0,83.0,,,33.86072,-78.00623,13R,Y,69.0,33.86072,-78.88628,33.86072,-78.00623,13R,13R,,,,,,,,,,,2016.0
14,Y,Cc,4A68021B5B,E,UUT876,A,SSA071,E,,,,,,,Y,52.0,,1.0,87.0,6.0,17.0,2.0,1.0,"Goldilcoks, large triangular chunk on RR of carapace, missing a part of RRF, egg chamber very narrow",2:06:00 AM,25-Jul-16,3-Jun-16,92.0,72.0,,,33.85345,-77.99302,20L,Y,95.0,33.85345,-77.99306,33.85345,-77.99302,20L,20L,,,,,,,,,,,2016.0
15,Y,Cc,nan,,,,,,,,,,,,,53.0,,2.0,77.0,47.0,5.0,1.0,1.0,,10:00:00 PM,28-Jul-16,5-Jun-16,61.0,56.0,,,33.845009999999995,-77.9598,39R,Y,127.0,33.845009999999995,-77.95956,33.845009999999995,-77.9598,39R,39R,,,,,,,,,,,2016.0
16,Y,Cc,4B1E382B2A,E,RRZ595,E,UUT878,A,,,,,102.0,76.0,Y,58.0,,0.0,41.0,86.0,0.0,0.0,1.0,Caretta (Sharkbite),10:30:00 PM,2-Aug-16,5-Jun-16,32.0,32.0,,,33.8534,-77.99306,35R,N,128.0,33.8534,-77.99306,,,,35R,,,,,,,,,,,2016.0
